Feature,OLS,Ridge,LASSO,Huber
MedInc,0.8414963261156083,0.8414515500253495,0.7881177448656607,0.8995557060833261
HouseAge,0.12828871869097322,0.12836656786817252,0.13246572062020748,0.11794698720617096
AveRooms,-0.26853332135961294,-0.2683573353579888,-0.13712583318868454,-0.32601637036518927
AveBedrms,0.3211693359420306,0.32093848361981786,0.18821779399309965,0.3950829271380998
Population,-0.0011621950369194894,-0.0011367667496668518,-0.0,0.0003104788363088159
AveOccup,-0.035665025404049845,-0.03566955864379437,-0.02535004552695479,-0.041170344682723264
Latitude,-0.8998605316016021,-0.8990865643873464,-0.793154164989777,-0.8190250953124304
Longitude,-0.8777007344799618,-0.876918335697731,-0.7635714201612471,-0.8103614173469845
