Repeat,Model,Contamination,RMSE,MAE,R2
29,Huber,0.05,0.7590971587047094,0.5175172479027453,0.5602682018196372
0,OLS,0.1,0.7480521101716391,0.5297941745504369,0.57297151589771
0,Ridge,0.1,0.7480265843089675,0.5297885999114262,0.5730006584783358
0,LASSO,0.1,0.7428329825342614,0.5321684507822125,0.578909448040041
0,Huber,0.1,0.7603325626848562,0.518472342820524,0.5588357409951716
1,OLS,0.1,0.7479265545521486,0.5363585568494336,0.5731148517044029
1,Ridge,0.1,0.747894934905962,0.5363485786640858,0.5731509452805615
1,LASSO,0.1,0.7409201606241005,0.5375197345141651,0.5810753027988458
1,Huber,0.1,0.7619362479854188,0.5189552269891406,0.5569727805334279
2,OLS,0.1,0.7442931708189032,0.530621949348133,0.5772523438664832
2,Ridge,0.1,0.7442772521060225,0.5306192150422055,0.5772704268661868
2,LASSO,0.1,0.7409528124696892,0.5337459455152854,0.5810383785345106
2,Huber,0.1,0.7598801285078081,0.5184636966075444,0.5593606123821192
3,OLS,0.1,0.7491812797545834,0.5361052289339047,0.5716813611211893
3,Ridge,0.1,0.7491509061532223,0.5360959610095964,0.5717160905417571
3,LASSO,0.1,0.7424660197627712,0.5371508259763198,0.5793253864588288
3,Huber,0.1,0.7598315655301254,0.519539037486457,0.5594169319940168
4,OLS,0.1,0.7500284039895786,0.5334797195893802,0.5707121851787715
4,Ridge,0.1,0.7499958410654181,0.5334703022555894,0.5707494599353871
4,LASSO,0.1,0.7428309450817734,0.5347434228725493,0.5789117579827505
4,Huber,0.1,0.764311749850176,0.5191351974900932,0.5542060069343889
5,OLS,0.1,0.7469542599185623,0.5371084280580346,0.574224020382194
5,Ridge,0.1,0.746930691988962,0.5371031726823393,0.5742508881585617
5,LASSO,0.1,0.7417926737853293,0.5399785678008721,0.5800880640941157
5,Huber,0.1,0.7595803986166438,0.5184747349257834,0.5597081586413295
6,OLS,0.1,0.7509326613511653,0.5359459567139864,0.5696764359467941
6,Ridge,0.1,0.7508992974996437,0.5359364335145338,0.5697146735499528
6,LASSO,0.1,0.7435732234357132,0.537418490943591,0.5780697875309169
6,Huber,0.1,0.7623507755014892,0.519834411343889,0.5564905960214805
7,OLS,0.1,0.7541645173880851,0.5326122312248428,0.5659644212368604
7,Ridge,0.1,0.7541301700963833,0.5326062968203854,0.5660039553353469
7,LASSO,0.1,0.7459045092500166,0.5341048565641257,0.5754199290771138
7,Huber,0.1,0.7587049916955115,0.5165547603000461,0.5607224355281666
8,OLS,0.1,0.7413965956077145,0.5346395932966475,0.5805363660461274
8,Ridge,0.1,0.7413771747626109,0.5346316432137665,0.5805583414142729
8,LASSO,0.1,0.73846198550582,0.5359918649360663,0.5838504519640526
8,Huber,0.1,0.7536669864295614,0.5195795651920896,0.5665369088081785
9,OLS,0.1,0.7520664734309396,0.5372343784777444,0.5683759880689156
